"COD","Società"
"VE475","ATL.JESOLO TURISMO"
"VE478","C.G.S.MARISPORT MOROSINI"
"VE479","POL.CAORLE"
"VE480","ASD VENEZIA TRIATHLON"
"VE482","CRAGENERALI ASD"
"VE483","ATLETICA ASI VENETO"
"VE486","ASD BARIZZA SPORT"
"VE488","VIGILI DEL FUOCO VENEZIA"
"VE490","AILATAN"
"VE491","ESSETRE RUNNING"
"VE492","ATLETICA SAN MARCO VENEZIA"
"VE495","MARTELLAGO RUNNING TEAM"
"VE499","MARATONETI ERACLEA"
"VE500","ATL.MIRAFIORI"
"VE502","ASD ATL LIB MIRANO"
"VE504","G.S.A. VENEZIA"
"VE506","SPOTORNI RUN"
"VE507","VENICEMARATHON CLUB"
"VE508","ASD MARATHON CAVALLI MARINI"
"VE512","ASD VOLTAN"
"VE513","DL GR.POD. ENICHEM"
"VE514","ATLETICO  SALA"
"VE516","ASD RUNNERS CLUB AGGGREDIRE"
"VE519","ATL. DUE TORRI SPORTING NOALE"
"VE520","ATLETICA BIBIONE"
"VE522","A.S.D. ATLETICA SAN ROCCO"
"VE528","ATLETICA SAN DONA' - ERACLEA"
"VE529","RUNNING TEAM MESTRE"
"VE530","LIGER TEAM RUNNING"
"VE531","ASD ATLETICA SPERANZA"
"VE532","ATLETICA ALBORE MARTELLAGO"
"VE534","RUN SPINEA RUN A.S.D."
"VE535","TORNADO"
"VE536","RUNNING CLUB VENEZIA A.S.D."
"VE539","POL.GAZZERA OLIMPIA CHIRIGNAGO"
"VE540","CAJGO RUNNERS VENEZIA ASD"
"VE542","ASD BUNKER SPORT"
"VE544","VENICEMARATHON SSD A R.L."
"VE546","VENEZIA ATLETICA ASD"
"VE551","MARATONELLA ASD"
"VE552","A.S.D. JESOLO TRIATHLON"
"VE553","UISP MARGHERA ATLETICA"
"VE554","UMF VENICE TEAM ASD"
"VE555","ASD OLL SCARS"
"VE558","PORTOGRUARO RUNNERS"
"VE559","VENETO SPECIAL SPORT SSD ARL"
"VE561","P.G.S. HYADES PALLAVOLO KARATE"
"VI613","ATLETICA SCHIO"
"VI614","GRUPPO ATLETICO BASSANO 1948"
"VI615","U.S. SUMMANO"
"VI616","ATL. MAROSTICA VIMAR"
"VI617","NOVATLETICA CITTA DI SCHIO ASD"
"VI618","POL.MONTECCHIO PRECALCINO ASD"
"VI619","ASI ATLETICA BREGANZE"
"VI620","G.S. LEONICENA"
"VI621","POLISPORTIVA DUEVILLE"
"VI622","CSI ATL. PROVINCIA DI VICENZA"
"VI623","ASSOCIAZIONE ATLETICA N.E.VI."
"VI624","A.S.D. RISORGIVE APS"
"VI626","ATL.VICENTINA"
"VI631","SS ATL ARZIGNANO"
"VI632","GR.SP.DIL.SCOL MARCONI CASSOLA"
"VI635","TEAM ITALIA ROAD RUNNERS"
"VI642","ATL.SCHIO MARIO LANZI"
"VI643","RUNNERS TEAM ZANE'"
"VI644","POLISPORTIVA VALDAGNO"
"VI646","A.A.A.MALO"
"VI649","A.N.A. VICENZA"
"VI650","MASTERATLETICA"
"VI652","ASD ATLETICA IRON GYM"
"VI654","VICENZA RUNNERS"
"VI656","ASD ATLETICA OVEST VICENTINO"
"VI659","EMME RUNNING TEAM"
"VI660","VICENZA MARATHON"
"VI661","TERZO TEMPO"
"VI662","LA FULMINEA RUNNING TEAM SINCE"
"VI663","POLISPORTIVA AURORA 76 ASD"
"VI664","ATLETICA SERENISSIMA ASD"
"VI666","ASD NICO RUNNERS"
"VI667","SPORT RACE A.S.D."
"VI669","AFV BELTRAME"
"VI670","GR SPORTIVO ALPINI VICENZA ASD"
"VI676","MARUNNERS"
"VI679","ASD GRUMOLO"
"VI680","SKYRUNNERS LE VIGNE VICENZA"
"VI681","A.S.D. MACURI TEAM"
"VI682","ASD POLISPORTIVA FULGOR THIENE"
"VI683","ASD DELTA SPORT PERFORMANCE"
"VI684","VALLEY ATHLETICS TEAM A.S.D."
"VI686","ATLETICA PEDEMONTANA VENETA"
"VR761","ATL. INSIEME VERONA"
"VR762","ATL. VR ASD PINDEMONTE"
"VR764","U.S. SAN MARTINO B. A."
"VR769","POL. LIBERTAS LUPATOTINA"
"VR770","G.S. LUGAGNANO"
"VR775","ATLETICA BOVOLONE"
"VR776","ATLETICA PRISMA SPEDIZIONI"
"VR777","U.S. INTREPIDA"
"VR781","A.S.D. ATLETICA VALPOLICELLA"
"VR783","ASD S. PAOLO VALEGGIO"
"VR784","FONDAZIONE M. BENTEGODI"
"VR785","ASD VALDALPONE"
"VR795","G.S.D. G. BIASIN ILLASI"
"VR798","ASD ATLETICA CEREA"
"VR799","G.S.DIL. GUARINO"
"VR800","A.S.D. ATLETICA LUPATOTINA"
"VR802","G.S.D. MOMBOCAR"
"VR815","POL. ADIGE BUON PASTORE"
"VR820","PSG FOVER VILLAFRANCA VR"
"VR821","ATL. BALDO-GARDA CAPRINO V.SE"
"VR825","C.U.S. VERONA SEZ. ATLETICA"
"VR826","ATLETICA LEGNAGO"
"VR828","ASD MARATHON LEGNAGO"
"VR830","G.A.A.C. 2007 VERONAMARATHON"
"VR831","ASD ATLETICA VILLAFRANCA VR"
"VR832","A.S.D. LA RUSTICA PESCANTINA"
"VR833","LIB. VALPOLICELLA LUPATOTINA"
"VR835","A.S.D. TEAM KM SPORT"
"VR836","GIANCARLO BIASIN ILLASI ASD"
"VR837","ATLETICA ADIGE"
"VR839","ATLETICA PRISMA LOGISTICS ASD"
"VR840","WOMAN TRIATHLON ITALIA A.S.D."
"VR842","TRAGUARDO VOLANTE RACING"
"VR844","BOSCAINI RUNNERS"
"VR845","ASSOCIAZIONE STRAVERONA ASD"
"VR846","ASD ATLETICA SBV"
"VR847","VERONA RUNNER TOGETHER FREE"
"VR848","ASD REVELO"
"VR849","TRIATHLON & TRAINING SSD"
"VR850","BLACK WARRIORS ASD"
"VR851","VRM TEAM ASD"
"VR852","ESERCITO-4 REGG. ALPINI PARAC."
"VR856","MYPACE RUNNING TEAM"
"VR857","HOP STEP JUMP VALEGGIO ATLETIC"
"VR858","A.S.D. VERONA TRAIL RUNNERS"
"VT004","POLISPORTIVA MONTALTO ASD"
"VT008","POL. VITORCHIANESE"
"VT011","POL. FULGUR TUSCANIA"
"VT014","ATLETICA ORTE"
"VT015","A.S.D. VITERBO RUNNERS"
"VT020","A.S.D. ATLETICA VETRALLA"
"VT050","A.S.D. AT RUNNING"
"VT200","ASD BOLSENA FORUM SPORT"
"VT203","POL. ATL. MONTALTO"
"VT207","ASD ATLETICA VITERBO"
"VT215","ATL. FULGUR TUSCANIA"
"VT222","ATL. 90 TARQUINIA"
"VT300","A.S.D. ATLETICA ORTE"
"VT501","ALTO LAZIO A.S.D."
"VT505","A.S.D.  ATLETICA NEPI"
"VT510","RUNNERS CANINO ASD"
"VT514","ATL. DI MARCO SPORT"
"VT585","ASD NISSOLINO ATLETICA TUSCIA"
"VV287","ATL.PIZZO 97"
"VV351","ATLETICA VIBO VALENTIA"
"VV363","MILETO MARATHON"
"VV369","CONOSCERE JONADI"
"VV373","A.S.D. ATLETICA SAN COSTANTINO"
"VV425","FILADELFIATLETICA"
